,fulfilment,shipment_service_level,category,size,amount,shipping_state,rejected,region
2215,1,1,4,6,1143.75,15,1,4
2219,1,1,7,0,345.71,15,1,4
2221,0,0,7,8,0.0,8,1,0
2227,0,0,5,6,329.0,19,1,0
2229,1,1,7,7,368.0,20,0,5
2230,1,1,7,5,0.0,31,1,4
2231,1,1,7,5,599.0,20,0,5
2232,0,0,7,8,0.0,11,1,3
2233,1,1,4,10,474.0,8,0,0
2242,1,1,6,0,744.0,20,0,5
2243,1,1,6,0,744.0,20,0,5
2244,1,1,6,0,791.0,20,0,5
2246,1,1,7,8,0.0,31,0,4
2248,0,0,4,7,0.0,8,1,0
2251,1,1,5,9,399.0,20,0,5
2252,1,1,5,9,259.0,20,0,5
2253,1,1,5,9,391.0,20,0,5
2260,1,1,4,5,635.0,15,0,4
2266,1,1,5,5,368.58,10,1,5
2267,0,0,7,8,0.0,35,1,1
2269,1,1,7,10,0.0,13,0,3
2271,1,1,4,9,692.0,20,0,5
2273,1,1,4,0,474.0,33,0,3
2278,1,1,5,5,536.19,11,1,3
2279,1,1,4,8,449.0,30,0,4
2284,1,1,5,6,599.0,35,0,1
2286,0,0,7,0,0.0,14,1,1
2289,1,1,7,9,487.0,4,1,1
2294,0,0,4,0,597.0,11,1,3
2295,1,1,7,0,0.0,5,0,3
2297,1,1,2,6,699.0,28,0,5
2298,0,0,6,7,825.0,10,1,5
2299,1,1,4,8,554.29,30,1,4
2300,1,1,4,9,1115.0,33,1,3
2308,1,1,6,0,690.48,33,1,3
2309,1,1,7,10,0.0,31,1,4
2310,0,0,7,0,0.0,31,1,4
2311,1,1,4,5,696.0,4,0,1
2314,1,1,7,5,599.0,31,0,4
2316,1,1,7,7,458.0,25,0,1
2317,1,1,7,6,399.0,25,0,1
2319,1,1,7,7,487.0,15,0,4
2321,1,1,6,8,771.0,31,0,4
2322,1,1,4,8,684.0,10,0,5
2326,1,1,6,6,725.0,30,0,4
2328,1,1,6,8,0.0,31,1,4
2329,1,1,7,9,280.0,30,0,4
2338,1,1,6,8,807.0,20,0,5
2339,0,0,4,5,1133.0,27,1,3
2341,0,0,4,6,626.0,6,1,1
2342,0,0,7,8,435.0,20,1,5
2346,1,1,7,8,540.95,20,1,5
2347,1,1,6,8,0.0,31,1,4
2350,1,1,5,7,599.0,6,0,1
2351,1,1,4,5,835.0,14,0,1
2353,1,1,7,8,533.0,31,0,4
2356,0,0,4,9,852.0,33,1,3
2363,0,0,4,8,0.0,28,1,5
2367,1,1,5,7,380.0,20,1,5
2368,1,1,7,10,459.0,31,0,4
2369,1,1,7,10,283.0,31,0,4
2377,1,1,5,10,518.0,10,0,5
2380,0,0,4,10,0.0,27,1,3
2387,1,1,7,7,526.0,20,0,5
2392,1,1,7,7,353.0,15,0,4
2399,0,0,4,9,478.0,1,1,4
2400,1,1,5,7,574.0,16,0,4
2403,0,0,7,6,0.0,30,1,4
2411,1,1,4,0,729.0,28,0,5
2412,1,1,7,0,579.0,9,0,4
2414,0,0,4,6,995.0,4,1,1
2416,1,1,4,8,0.0,15,0,4
2422,1,1,7,10,562.0,15,0,4
2427,1,1,6,10,768.57,31,1,4
2428,0,0,7,5,399.0,15,1,4
2430,1,1,4,5,1047.32,4,1,1
2436,0,0,7,5,0.0,3,1,2
2438,1,1,7,6,446.0,11,0,3
2440,1,1,7,10,399.0,20,0,5
2448,0,0,4,5,0.0,15,1,4
2449,1,1,6,8,785.71,31,1,4
2454,0,0,7,5,362.0,33,1,3
2455,1,1,4,6,788.0,15,1,4
2458,1,1,7,6,0.0,33,1,3
2460,1,1,7,5,459.0,33,0,3
2461,1,1,4,8,0.0,4,0,1
2467,0,0,7,5,435.0,20,1,5
2469,1,1,4,9,969.0,15,0,4
2474,1,1,5,10,469.52,15,1,4
2476,1,1,7,5,474.0,19,0,0
2482,0,0,7,6,0.0,4,1,1
2483,1,1,7,10,517.0,30,0,4
2484,0,0,6,0,0.0,31,1,4
2488,1,1,4,5,666.0,30,0,4
2489,1,1,7,10,295.0,10,0,5
2490,0,0,4,7,0.0,31,1,4
2492,1,1,4,10,545.0,20,0,5
2495,1,1,4,6,563.0,31,0,4
2497,0,0,7,8,0.0,27,1,3
2500,0,0,4,6,0.0,19,1,0
2503,1,1,4,8,0.0,3,1,2
2505,1,1,6,8,744.0,15,0,4
2506,0,0,5,0,0.0,10,1,5
2509,1,1,7,10,492.38,30,1,4
2510,1,1,7,10,463.81,30,1,4
2519,0,1,7,5,0.0,8,1,0
2526,1,1,4,10,0.0,28,0,5
2527,1,1,4,0,654.0,20,0,5
2529,1,1,6,6,725.0,30,0,4
2530,1,1,4,6,1099.0,20,0,5
2537,1,1,4,5,0.0,19,1,0
2538,1,1,4,7,0.0,20,0,5
2540,1,1,5,8,299.0,3,0,2
2542,1,1,4,5,0.0,20,1,5
2552,1,1,7,5,517.0,10,0,5
2553,1,1,6,8,0.0,31,1,4
2554,1,1,7,8,458.0,33,0,3
2561,1,1,7,10,486.0,1,0,4
2564,1,1,7,10,0.0,15,0,4
2567,1,1,0,6,625.0,1,0,4
2569,1,1,4,10,662.0,20,0,5
2570,1,1,5,6,329.0,8,0,0
2571,1,1,4,5,0.0,15,0,4
2572,0,0,7,0,0.0,11,1,3
2573,1,1,4,9,852.0,6,0,1
2574,1,1,4,5,824.0,20,0,5
2576,1,1,7,10,0.0,8,1,0
2581,1,1,7,6,442.0,15,0,4
2582,1,1,7,5,442.0,15,0,4
2585,1,1,7,7,568.0,20,0,5
2586,0,0,4,8,0.0,31,1,4
2588,1,1,4,10,922.32,20,1,5
2592,0,0,5,9,690.0,16,1,4
2595,1,1,4,6,759.0,8,0,0
2600,1,1,7,8,534.0,28,0,5
2604,1,1,4,6,660.0,10,0,5
2606,0,0,7,8,0.0,33,1,3
2609,1,1,1,8,518.0,30,0,4
2612,0,0,4,0,597.0,20,1,5
2618,1,1,7,10,299.0,33,0,3
2619,1,1,7,0,345.0,33,0,3
2620,1,1,7,0,368.0,33,0,3
2621,1,1,7,10,368.0,33,0,3
2622,1,1,7,10,368.0,33,0,3
2623,1,1,7,5,436.19,33,1,3
2624,1,1,4,5,0.0,20,0,5
2625,1,1,7,8,458.0,11,0,3
2630,0,0,7,6,399.0,4,1,1
2637,1,1,7,8,0.0,20,1,5
2638,1,1,7,5,458.0,30,0,4
2639,1,1,7,0,342.0,1,0,4
2641,0,0,0,10,460.0,20,1,5
2642,1,1,5,5,0.0,33,0,3
2645,1,1,5,9,359.0,32,1,2
2646,1,1,4,0,1047.32,4,1,1
2648,0,0,4,6,1065.0,4,1,1
2652,1,1,7,5,329.0,8,0,0
2656,1,1,4,10,597.0,27,0,3
2658,1,1,4,10,1033.0,28,0,5
2659,0,0,4,7,563.0,28,1,5
2661,1,1,4,9,771.0,11,1,3
2662,1,1,6,7,721.0,26,0,4
2664,0,0,5,6,0.0,10,1,5
2666,1,1,7,0,319.0,30,0,4
2667,1,1,7,0,549.0,30,0,4
2670,0,0,4,6,1065.0,4,1,1
2675,0,0,6,10,791.0,33,1,3
2676,0,0,4,6,0.0,15,1,4
2680,0,0,4,6,1065.0,4,1,1
2688,0,0,7,6,376.0,20,1,5
2689,0,0,7,6,0.0,13,1,3
2693,1,1,7,6,459.0,10,1,5
2697,1,1,6,0,771.0,31,0,4
2699,1,1,5,7,574.0,30,0,4
2708,1,1,7,8,336.19,15,1,4
2711,1,1,7,8,0.0,20,1,5
2712,1,1,7,8,363.0,15,0,4
2713,1,1,7,6,568.0,20,0,5
2714,1,1,7,7,432.0,35,0,1
2720,1,1,4,6,759.0,8,0,0
2721,0,0,7,8,363.0,15,1,4
2722,1,1,6,8,744.0,30,0,4
2723,1,1,4,9,622.86,10,1,5
2727,1,1,6,5,690.0,8,0,0
2732,1,1,4,7,995.0,35,0,1
2734,1,1,7,10,662.86,1,1,4
2736,1,1,7,0,568.0,10,0,5
2740,1,1,4,5,680.0,20,0,5
2746,1,1,7,6,499.0,20,0,5
2750,0,0,6,5,0.0,8,1,0
2753,1,1,4,8,449.0,1,0,4
2754,0,0,4,5,788.0,30,1,4
2755,1,1,4,5,604.76,30,1,4
2757,1,1,7,7,432.0,20,0,5
2760,1,1,7,6,459.0,20,0,5
2762,0,0,4,7,597.0,6,1,1
2763,1,1,5,6,518.0,28,1,5
2766,1,1,7,8,299.0,16,0,4
2767,0,0,4,7,1112.0,20,1,5
2775,1,1,7,0,363.0,16,0,4
2776,1,1,7,0,353.0,16,0,4
2779,0,0,7,10,685.0,33,1,3
2782,1,1,4,5,534.0,30,0,4
2785,0,0,6,8,0.0,20,1,5
2787,1,1,4,10,666.0,15,0,4
2788,0,0,7,9,0.0,31,1,4
2793,1,1,4,7,995.54,35,1,1
2797,1,1,7,5,342.0,16,0,4
2801,1,1,7,5,460.95,15,1,4
2805,0,0,7,9,0.0,33,1,3
2806,1,1,7,6,406.0,20,0,5
2810,1,1,6,7,686.67,15,1,4
2815,1,1,7,10,280.0,15,0,4
2816,1,1,5,6,518.0,33,0,3
2817,1,1,4,5,654.0,35,0,1
2824,1,1,5,6,518.0,33,0,3
2828,1,1,1,0,360.0,35,0,1
2830,0,0,7,9,0.0,16,1,4
2831,1,1,7,6,358.1,20,1,5
2832,1,1,4,8,725.0,15,0,4
2834,1,1,4,8,1143.75,35,1,1
2835,0,0,5,8,665.0,35,1,1
2839,1,1,7,6,295.0,15,0,4
2842,1,1,4,0,563.0,33,0,3
2843,1,1,4,9,696.0,10,0,5
2847,0,0,7,0,399.0,15,1,4
2849,0,0,5,8,665.0,35,1,1
2851,1,1,7,5,442.0,31,0,4
2855,1,1,4,5,548.0,35,0,1
2857,1,1,7,10,568.0,8,0,0
2858,1,1,7,7,363.0,35,0,1
2862,1,1,4,9,1099.0,19,0,0
2865,0,0,5,8,665.0,35,1,1
2866,1,1,4,8,1143.75,35,1,1
2872,1,1,4,5,824.0,15,0,4
2873,1,1,4,6,563.0,20,0,5
2874,1,1,4,7,852.0,20,0,5
2876,1,1,4,9,801.0,30,0,4
2878,1,1,2,0,791.0,35,0,1
2881,1,1,4,8,477.0,15,0,4
2883,1,1,7,5,363.0,16,0,4
2885,1,1,7,0,353.0,31,0,4
2887,1,1,4,5,548.0,1,0,4
2888,1,1,6,5,791.0,20,0,5
2890,1,1,4,6,1099.0,15,0,4
2891,1,1,7,10,568.0,10,0,5
2893,1,1,6,0,859.0,20,0,5
2894,1,1,7,6,399.0,31,1,4
2899,1,1,7,8,0.0,30,0,4
2909,1,1,7,6,495.0,31,0,4
2913,1,1,7,5,487.0,33,0,3
2924,1,1,7,8,734.29,1,1,4
2927,1,1,7,9,313.33,15,1,4
2929,1,1,7,5,280.0,34,0,3
2930,1,1,7,5,517.0,10,0,5
2932,1,1,4,5,575.0,16,0,4
2934,0,0,4,0,696.0,31,1,4
2935,1,1,4,6,968.0,34,0,3
2937,0,0,5,8,518.0,1,1,4
2939,1,1,7,8,487.0,1,0,4
2943,0,0,4,8,653.0,15,1,4
2947,0,0,4,0,0.0,16,1,4
2952,1,1,7,7,487.0,30,0,4
2953,1,1,4,8,478.0,30,0,4
2959,1,1,7,10,329.0,35,0,1
2962,1,1,6,0,859.0,20,0,5
2965,0,0,7,8,475.0,20,1,5
2967,1,1,4,10,911.0,33,0,3
2968,1,1,4,5,696.0,6,0,1
2970,1,1,4,9,759.0,30,0,4
2971,1,1,4,9,788.0,30,0,4
2972,1,1,6,6,999.0,10,0,5
2973,1,1,7,8,318.0,31,1,4
2983,1,1,0,10,313.33,15,1,4
2984,1,1,6,0,0.0,20,1,5
2988,1,1,7,5,499.0,20,0,5
2989,1,1,7,5,499.0,20,0,5
2990,1,1,4,8,631.0,20,0,5
2991,1,1,4,8,631.0,20,0,5
2993,1,1,4,8,449.0,20,0,5
2999,1,1,4,10,999.0,11,0,3
3000,1,1,2,5,899.0,31,1,4
3003,0,0,7,5,0.0,20,1,5
3006,1,1,4,5,545.0,35,1,1
3007,1,1,7,8,393.33,31,1,4
3009,0,0,4,10,0.0,35,1,1
3011,0,0,4,6,788.0,25,1,1
3015,0,0,4,9,824.0,8,1,0
3018,1,1,6,0,791.0,15,0,4
3022,1,1,6,9,791.0,33,0,3
3024,1,1,4,6,759.0,20,0,5
3027,1,1,7,8,568.0,20,0,5
3028,1,1,7,9,364.0,12,0,3
3030,1,1,6,8,825.0,3,0,2
3033,1,1,7,6,771.0,10,0,5
3034,1,1,4,0,995.0,15,0,4
3035,1,1,4,10,0.0,11,0,3
3037,1,1,4,7,666.0,15,0,4
3039,1,1,6,9,753.33,15,1,4
3042,1,1,4,7,696.0,3,0,2
3049,1,1,4,6,612.0,31,0,4
3054,1,1,4,5,654.0,20,0,5
3055,1,1,4,0,635.0,33,0,3
3056,0,0,7,10,0.0,30,1,4
3057,1,1,4,7,635.0,12,0,3
3058,0,0,7,10,0.0,30,1,4
3059,1,1,7,8,316.0,31,0,4
3071,1,1,7,10,666.0,8,0,0
3073,1,1,4,8,1099.0,35,0,1
3082,1,1,7,8,399.0,19,0,0
3083,0,0,7,7,353.0,15,1,4
3086,0,0,4,7,1126.0,33,1,3
3089,1,1,7,7,329.0,15,0,4
3090,1,1,4,8,631.0,11,0,3
3093,1,1,5,10,0.0,20,1,5
3095,1,1,6,9,791.0,31,0,4
3096,1,1,4,9,599.0,6,0,1
3099,1,1,5,6,751.0,9,0,4
3105,1,1,7,7,346.67,15,1,4
3108,1,1,4,0,599.0,10,0,5
3109,1,1,4,7,751.0,6,0,1
3112,0,0,4,0,626.0,15,1,4
3113,1,1,4,5,0.0,8,0,0
3115,1,1,4,5,0.0,15,0,4
3117,1,1,4,5,563.0,27,0,3
3118,1,1,7,5,406.0,27,0,3
3121,1,1,4,10,0.0,16,1,4
3122,1,1,7,10,0.0,16,1,4
3125,1,1,4,6,641.0,8,0,0
3129,1,1,4,9,1099.0,8,0,0
3133,0,0,7,0,0.0,35,1,1
3134,1,1,4,0,545.0,35,0,1
3135,1,1,7,6,363.0,30,1,4
3140,1,1,4,8,662.0,5,0,3
3141,1,1,7,6,459.0,30,0,4
3142,1,1,7,5,460.95,15,1,4
3143,1,1,7,8,277.14,16,1,4
3144,1,1,4,7,626.0,19,0,0
3150,1,1,6,5,690.0,15,0,4
3151,1,1,5,6,487.0,31,0,4
3152,1,1,7,6,448.57,1,1,4
3156,0,0,5,8,0.0,15,1,4
3158,1,1,7,10,474.0,6,0,1
3159,1,1,5,6,599.0,15,0,4
3160,1,1,7,10,486.0,31,0,4
3161,1,1,7,10,487.0,31,0,4
3165,1,1,7,7,313.33,20,1,5
3167,1,1,4,6,474.0,15,1,4
3168,1,1,7,5,487.0,31,0,4
3170,1,1,7,5,939.0,16,0,4
3173,1,1,7,6,352.0,30,1,4
3174,1,1,4,6,759.0,20,0,5
3176,1,1,5,6,329.0,9,0,4
3177,1,1,4,0,662.0,33,1,3
3178,1,1,7,6,495.0,20,0,5
3179,1,1,4,0,1033.0,34,0,3
3181,1,1,7,9,459.0,30,0,4
3183,1,1,6,9,725.0,15,0,4
3185,1,1,5,7,432.0,8,0,0
3194,1,1,4,5,563.0,20,0,5
3195,1,1,7,5,399.0,30,0,4
3197,1,1,4,0,788.0,19,0,0
3198,1,1,7,5,540.95,33,1,3
3199,1,1,7,8,451.43,33,1,3
3200,1,1,7,5,362.0,20,0,5
3210,1,1,4,9,635.0,21,0,2
3212,1,1,7,5,517.0,31,0,4
3214,0,0,4,5,0.0,20,1,5
3216,1,1,4,9,856.0,28,0,5
3217,1,1,4,6,654.0,35,0,1
3220,1,1,7,0,492.38,35,1,1
3221,1,1,4,6,563.0,8,0,0
3225,1,1,4,5,563.0,30,0,4
3226,1,1,5,8,339.0,11,0,3
3227,1,1,4,0,856.0,13,0,3
3231,1,1,7,7,495.0,4,0,1
3232,1,1,2,5,899.0,31,0,4
3233,1,1,4,9,662.86,31,1,4
3234,0,0,7,9,399.0,31,1,4
3238,1,1,7,7,499.0,15,0,4
3239,1,1,7,5,299.0,15,0,4
3244,0,0,4,10,0.0,12,1,3
3246,1,1,4,0,666.0,1,0,4
3247,1,1,4,0,666.0,1,0,4
3251,0,0,4,8,0.0,31,1,4
3252,1,1,7,6,495.0,19,0,0
3254,1,1,4,8,635.0,33,0,3
3255,1,1,4,5,1112.0,15,0,4
3256,0,0,7,10,471.0,9,1,4
3258,1,1,6,6,699.0,8,0,0
3261,1,1,4,5,999.0,16,0,4
3262,1,1,7,5,517.0,27,0,3
3264,0,0,7,9,568.0,33,1,3
3265,0,0,6,9,725.0,33,1,3
3266,1,1,7,8,459.0,26,0,4
3269,1,1,7,8,463.81,20,1,5
3270,1,1,6,6,625.0,14,0,1
3271,0,0,7,9,399.0,30,1,4
3273,1,1,4,7,969.0,15,0,4
3277,0,0,7,9,399.0,30,1,4
3283,0,0,4,6,818.0,15,1,4
3288,1,1,4,5,852.0,33,0,3
3300,1,1,7,8,492.38,20,1,5
3301,1,1,4,6,715.24,6,1,1
3304,1,1,7,7,568.0,10,0,5
3305,1,1,7,8,476.0,33,1,3
3307,1,1,4,5,582.0,15,0,4
3308,1,1,7,8,300.95,20,1,5
3309,1,1,5,0,518.0,35,0,1
3311,1,1,4,10,1033.0,33,0,3
3312,1,1,4,6,631.0,3,0,2
3313,1,1,7,0,524.0,15,0,4
3314,1,1,7,5,376.0,35,0,1
3315,1,1,7,5,329.0,35,0,1
3319,1,1,7,8,517.0,12,0,3
3328,1,1,7,0,399.0,20,0,5
3330,1,1,7,10,342.0,10,0,5
3341,1,1,7,8,459.0,11,0,3
3350,1,1,6,10,842.86,33,1,3
3351,0,0,4,7,654.0,28,1,5
3353,1,1,7,10,499.0,8,0,0
3354,1,1,7,7,329.0,31,0,4
3355,1,1,4,10,969.0,15,0,4
3357,1,1,4,6,631.0,8,0,0
3361,0,0,7,5,0.0,8,1,0
3362,0,0,5,5,518.0,16,1,4
3364,1,1,4,9,801.0,25,0,1
3366,1,1,5,0,514.29,20,1,5
3369,0,0,7,10,376.0,35,1,1
3372,0,0,7,6,0.0,16,1,4
3373,1,1,7,0,517.0,11,0,3
3374,1,1,7,0,380.0,20,1,5
3375,1,1,7,10,380.0,20,1,5
3376,1,1,7,10,458.0,15,0,4
3380,1,1,5,10,518.0,15,0,4
3381,1,1,7,10,517.0,16,0,4
3385,1,1,7,8,363.0,33,0,3
3387,1,1,7,10,313.33,30,1,4
3391,1,1,7,6,342.0,1,0,4
3397,1,1,4,9,999.0,6,1,1
3399,1,1,4,9,680.0,34,0,3
3403,1,1,4,6,582.0,27,0,3
3404,1,1,4,0,792.0,1,0,4
3406,1,1,4,0,613.0,35,0,1
3409,0,0,5,10,463.0,21,1,2
3412,1,1,5,0,599.0,20,0,5
3415,1,1,4,5,696.0,14,0,1
3416,0,0,4,7,0.0,14,1,1
3417,0,0,7,10,471.0,16,1,4
3419,1,1,7,6,549.0,1,0,4
3423,0,0,4,5,597.0,20,1,5
3429,1,1,7,10,376.0,30,0,4
3430,1,1,7,5,376.0,30,0,4
3431,1,1,7,5,459.0,30,0,4
3435,1,1,4,6,560.0,12,0,3
3439,1,1,5,5,359.0,10,0,5
3440,1,1,4,8,599.0,5,0,3
3441,0,0,7,10,399.0,33,1,3
3445,0,0,7,8,0.0,15,1,4
3448,1,1,7,6,0.0,31,1,4
3457,1,1,4,5,545.0,15,0,4
3458,1,1,0,4,379.0,20,0,5
3459,1,1,7,0,0.0,33,0,3
3461,0,0,4,7,453.0,13,1,3
3463,0,0,4,0,0.0,8,1,0
3465,0,0,0,6,665.0,20,1,5
3466,1,1,0,6,595.24,20,1,5
3469,1,1,4,10,969.0,11,0,3
3470,1,1,4,10,631.0,20,0,5
3472,1,1,7,0,499.0,8,0,0
3475,1,1,7,6,318.0,15,0,4
3476,1,1,4,7,1099.0,33,0,3
3479,1,1,4,9,630.48,14,1,1
3483,1,1,4,0,662.0,8,0,0
3486,0,0,4,9,888.0,28,1,5
3487,1,1,7,10,475.0,16,0,4
3495,1,1,7,10,517.0,15,0,4
3496,0,0,7,8,0.0,14,1,1
3500,1,1,7,6,399.0,20,0,5
3503,1,1,7,5,475.0,30,0,4
3505,1,1,5,6,574.0,16,0,4
3506,1,1,4,8,696.0,33,0,3
3510,1,1,7,0,533.0,30,0,4
3517,1,1,4,6,939.0,19,0,0
3518,1,1,4,6,684.0,19,0,0
3519,1,1,7,8,540.95,19,1,0
3532,1,1,6,0,833.0,31,0,4
3535,1,1,4,5,696.0,20,0,5
3541,0,0,6,10,0.0,30,1,4
3544,0,0,4,5,1115.0,28,1,5
3545,1,1,7,8,299.0,11,0,3
3549,1,1,6,7,665.0,28,0,5
3551,0,0,5,7,487.0,6,1,1
3552,1,1,7,8,533.0,33,0,3
3553,1,1,7,8,549.0,33,0,3
3555,1,1,4,8,631.0,30,0,4
3557,1,1,4,6,0.0,33,0,3
3559,1,1,7,5,517.0,16,0,4
3564,1,1,7,6,380.0,14,1,1
3567,1,1,5,0,518.0,35,0,1
3568,1,1,6,9,744.0,31,0,4
3569,1,1,4,7,995.54,3,1,2
3570,1,1,7,8,487.0,15,0,4
3571,1,1,4,5,575.0,15,0,4
3572,1,1,4,6,631.0,8,0,0
3573,0,0,4,9,0.0,35,1,1
3574,1,1,7,8,316.0,26,0,4
3575,1,1,7,8,291.0,26,0,4
3577,1,1,7,10,487.0,15,0,4
3580,1,1,6,7,665.0,20,0,5
3583,1,1,4,8,888.0,16,0,4
3584,1,1,7,8,295.0,11,0,3
3586,1,1,7,0,736.0,31,0,4
3588,1,1,4,0,595.0,8,0,0
3589,1,1,4,7,660.0,16,0,4
3590,1,1,5,0,599.0,25,0,1
3591,1,1,4,10,499.0,20,0,5
3593,1,1,4,5,751.0,6,1,1
3595,1,1,7,5,533.0,19,0,0
3599,1,1,7,5,521.0,10,0,5
3600,1,1,7,5,399.0,34,0,3
3603,0,0,7,10,0.0,31,1,4
3607,0,0,7,10,0.0,33,1,3
3610,1,1,6,10,753.33,11,1,3
3611,1,1,4,6,0.0,33,1,3
3612,0,0,7,6,0.0,31,1,4
3619,0,0,4,6,0.0,28,1,5
3620,1,1,5,5,625.0,10,0,5
3621,1,1,5,5,425.0,10,0,5
3623,1,1,2,6,721.0,35,0,1
3628,0,0,7,6,0.0,25,1,1
3630,1,1,7,8,0.0,15,1,4
3635,1,1,4,6,759.0,20,0,5
3640,1,1,2,7,799.0,16,0,4
3641,1,1,7,6,696.0,16,0,4
3643,1,1,4,7,736.0,16,0,4
3646,1,1,4,6,666.0,31,0,4
3647,1,1,7,10,533.0,35,0,1
3648,0,0,7,8,0.0,20,1,5
3655,1,1,4,8,696.0,33,0,3
3657,1,1,7,5,376.0,15,0,4
3658,1,1,7,10,459.0,20,0,5
3660,1,1,7,6,295.0,1,0,4
3662,1,1,5,7,0.0,15,0,4
3663,0,0,5,0,574.0,9,1,4
3665,1,1,4,5,582.0,20,0,5
3667,0,0,6,0,665.0,20,1,5
3670,1,1,7,6,399.0,15,0,4
3677,0,0,7,6,399.0,30,1,4
3678,1,1,7,10,487.0,34,0,3
3682,1,1,7,0,517.0,8,0,0
3685,1,1,0,7,665.0,15,0,4
3688,1,1,6,6,708.57,15,1,4
3689,1,1,4,0,939.0,15,0,4
3693,1,1,7,0,522.86,33,1,3
3698,1,1,7,10,357.0,30,0,4
3699,1,1,7,7,549.0,33,1,3
3705,0,0,5,7,0.0,35,1,1
3708,1,1,7,8,517.0,31,0,4
3709,1,1,4,6,654.0,31,0,4
3710,1,1,7,0,517.0,31,0,4
3711,0,0,4,6,1115.0,27,1,3
3715,1,1,7,8,342.0,16,0,4
3717,1,1,4,0,666.0,20,0,5
3718,1,1,4,6,654.0,4,0,1
3723,1,1,4,7,995.54,27,1,3
3725,1,1,7,10,458.0,10,0,5
3728,1,1,4,7,825.0,10,1,5
3731,1,1,4,6,662.0,15,0,4
3732,1,1,7,7,376.0,11,0,3
3733,1,1,7,7,0.0,3,0,2
3735,1,1,4,0,1099.0,20,0,5
3737,1,1,7,8,517.0,4,1,1
3738,0,0,5,8,0.0,28,1,5
3739,1,1,4,6,597.0,15,0,4
3741,1,1,7,6,459.0,3,1,2
3744,1,1,4,8,582.0,8,0,0
3746,1,1,6,0,744.0,20,0,5
3750,1,1,7,6,499.0,9,0,4
3752,1,1,7,10,696.0,31,0,4
3753,1,1,7,8,0.0,10,0,5
3754,1,1,7,6,329.0,30,0,4
3755,1,1,7,6,487.0,30,0,4
3756,1,1,4,8,916.0,28,0,5
3759,1,1,4,9,599.0,30,0,4
3762,1,1,7,5,458.0,15,0,4
3763,1,1,4,5,657.0,15,0,4
3767,1,1,4,6,666.0,11,0,3
3769,1,1,6,5,807.0,30,0,4
3772,1,1,4,10,692.0,0,0,1
3773,1,1,4,6,1033.0,4,0,1
3781,1,1,5,8,387.0,20,0,5
3783,1,1,7,6,399.0,20,0,5
3784,0,0,6,0,833.0,31,1,4
3785,1,1,7,7,690.48,11,1,3
3786,1,1,4,9,1126.0,12,0,3
3789,1,1,7,6,363.0,8,0,0
3793,1,1,4,7,995.54,31,1,4
3795,1,1,7,0,291.0,20,0,5
3797,1,1,7,5,458.0,31,0,4
3798,1,1,4,5,922.0,31,0,4
3801,1,1,7,6,517.0,30,0,4
3802,1,1,4,6,737.0,15,0,4
3803,1,1,4,6,0.0,20,1,5
3807,1,1,4,9,1058.93,15,1,4
3813,1,1,7,0,725.0,20,0,5
3815,1,1,5,5,0.0,15,1,4
3816,0,0,7,6,0.0,15,1,4
3819,1,1,4,8,909.0,31,0,4
3822,1,1,4,7,995.54,31,1,4
3824,1,1,4,5,631.0,33,0,3
3828,1,1,6,6,807.0,15,0,4
3829,1,1,4,10,536.19,20,1,5
3833,1,1,7,5,429.0,21,0,2
3834,1,1,7,10,499.0,20,0,5
3835,0,0,4,8,824.0,30,1,4
3837,1,1,5,5,599.0,31,0,4
3841,1,1,4,5,626.0,15,0,4
3849,1,1,4,10,968.0,28,0,5
3851,1,1,4,10,449.0,14,0,1
3853,1,1,5,5,518.0,15,0,4
3854,1,1,7,5,352.0,31,0,4
3855,1,1,7,10,349.0,19,0,0
3856,1,1,4,5,631.0,20,0,5
3863,1,1,7,6,380.0,33,1,3
3864,0,0,7,8,599.0,31,1,4
3865,1,1,7,9,259.0,11,0,3
3867,1,1,7,9,487.0,28,0,5
3869,1,1,4,10,659.05,27,1,3
3874,1,1,4,8,0.0,15,0,4
3880,0,0,7,6,0.0,15,1,4
3883,0,0,4,0,0.0,15,1,4
3884,1,1,4,7,495.0,11,0,3
3895,1,1,4,5,597.0,15,1,4
3898,0,0,4,7,888.0,27,1,3
3900,1,1,4,7,835.0,35,0,1
3901,1,1,7,5,459.0,15,0,4
3909,1,1,7,6,403.81,6,1,1
3910,1,1,7,5,319.0,20,0,5
3912,1,1,7,8,399.0,16,0,4
3915,0,0,4,8,653.0,10,1,5
3916,1,1,4,9,591.0,10,0,5
3917,1,1,0,7,438.1,20,1,5
3918,1,1,7,10,329.0,21,0,2
3920,1,1,7,6,399.0,20,0,5
3923,1,1,5,9,380.0,19,1,0
3925,1,1,7,5,399.0,20,0,5
3926,1,1,7,7,534.0,30,0,4
3927,1,1,7,10,357.0,15,0,4
3928,1,1,7,0,363.0,20,0,5
3929,1,1,4,5,666.0,11,0,3
3932,1,1,7,7,459.0,15,0,4
3936,1,1,7,6,380.0,20,1,5
3937,1,1,4,8,696.0,20,0,5
3938,1,1,4,8,0.0,11,0,3
3939,1,1,4,10,692.0,1,0,4
3940,1,1,7,8,380.0,20,1,5
3943,1,1,4,10,759.0,30,0,4
3945,1,1,7,8,499.0,15,0,4
3948,1,1,7,6,399.0,31,0,4
3951,1,1,6,8,807.0,10,0,5
3953,1,1,4,6,0.0,15,1,4
3954,1,1,7,8,300.95,20,1,5
